Date,Open,High,Low,Close,Adj Close,Volume,RSI,EMA12,EMA26,MCAD,Target
1987/4/27,2636.5,2636.5,2636.5,2636.5,2636.5,-,39.05507437708642,2705.274437,2722.345403,-17.07096642,0
1987/4/28,2617.1,2617.1,2617.1,2617.1,2617.1,-,37.23128130746141,2691.709139,2714.549448,-22.84030862,0
1987/4/29,2589.5,2589.5,2589.5,2589.5,2589.5,-,34.74536231649924,2675.984656,2705.286526,-29.3018695,1
1987/4/30,2659.9,2659.9,2659.9,2659.9,2659.9,-,44.85889170450604,2673.510094,2701.924561,-28.41446711,1
1987/5/1,2685.4,2685.4,2685.4,2685.4,2685.4,-,48.00248361982323,2675.33931,2700.700519,-25.36120921,1
1987/5/4,2695.8,2695.8,2695.8,2695.8,2695.8,-,49.27267875116612,2678.487108,2700.337518,-21.85040933,1
1987/5/5,2713.8,2713.8,2713.8,2713.8,2713.8,-,51.48178452836147,2683.919861,2701.334739,-17.41487769,1
1987/5/6,2792.9,2792.9,2792.9,2792.9,2792.9,-,59.77240941066591,2700.686036,2708.117351,-7.431314404,0
1987/5/7,2785.6,2785.6,2785.6,2785.6,2785.6,-,58.774248425066666,2713.749723,2713.856806,-0.107083179,1
1987/5/8,2805.1,2805.1,2805.1,2805.1,2805.1,-,60.66392419838587,2727.803612,2720.615561,7.188050495,1
1987/5/11,2846.9,2846.9,2846.9,2846.9,2846.9,-,64.42796073314497,2746.126133,2729.969964,16.1561689,1
1987/5/12,2853.4,2853.4,2853.4,2853.4,2853.4,-,64.98899467678066,2762.629805,2739.11293,23.51687512,0
1987/5/13,2833.5,2833.5,2833.5,2833.5,2833.5,-,61.77660082565199,2773.532912,2746.104565,27.42834723,1
1987/5/14,2853.9,2853.9,2853.9,2853.9,2853.9,-,63.75450296881292,2785.897079,2754.089412,31.80766758,1
1987/5/15,2872.2,2872.2,2872.2,2872.2,2872.2,-,65.48014255302971,2799.174452,2762.838344,36.33610753,1
1987/5/18,2875.4,2875.4,2875.4,2875.4,2875.4,-,65.79,2810.901459,2771.176245,39.72521454,1
1987/5/19,2881.5,2881.5,2881.5,2881.5,2881.5,-,66.39981188831479,2821.762773,2779.348375,42.41439849,1
1987/5/20,2887.3,2887.3,2887.3,2887.3,2887.3,-,67.00507861753869,2831.845423,2787.344791,44.50063209,0
1987/5/21,2871,2871,2871,2871,2871,-,63.54088129713141,2837.869204,2793.541473,44.32773098,1
1987/5/22,2897.6,2897.6,2897.6,2897.6,2897.6,-,66.58,2847.058558,2801.249512,45.80904515,0
1987/5/25,2897.6,2897.6,2897.6,2897.6,2897.6,-,66.58,2854.834164,2808.386586,46.44757852,1
1987/5/26,2935.9,2935.9,2935.9,2935.9,2935.9,-,70.65868105963003,2867.305831,2817.832024,49.47380748,1
1987/5/27,2941.6,2941.6,2941.6,2941.6,2941.6,-,71.22187356520644,2878.735703,2827.000022,51.73568136,1
1987/5/28,2950.8,2950.8,2950.8,2950.8,2950.8,-,72.15102003792296,2889.822518,2836.170391,53.6521275,0
1987/5/29,2950.8,2950.8,2950.8,2950.8,2950.8,-,72.15102003792295,2899.203669,2844.661473,54.54219638,0
1987/6/2,2934.1,2934.1,2934.1,2934.1,2934.1,-,67.56,2904.572335,2851.286549,53.28578656,1
1987/6/3,2963,2963,2963,2963,2963,-,70.99887369515547,2913.561207,2859.561619,53.99958758,1
1987/6/4,3023.6,3023.6,3023.6,3023.6,3023.6,-,76.60153226961933,2930.490252,2871.712611,58.7776415,1
1987/6/5,3064.3,3064.3,3064.3,3064.3,3064.3,-,79.47014338712204,2951.076367,2885.978343,65.09802402,1
1987/6/8,3068,3068,3068,3068,3068,-,79.71363305323027,2969.064618,2899.461429,69.60318954,1
1987/6/9,3108.6,3108.6,3108.6,3108.6,3108.6,-,82.20733534502737,2990.5316,2914.953175,75.57842532,0
1987/6/10,3097.3,3097.3,3097.3,3097.3,3097.3,-,79.28604855462211,3006.957508,2928.460347,78.49716076,0
1987/6/11,3087.5,3087.5,3087.5,3087.5,3087.5,-,76.74,3019.34866,2940.241062,79.10759837,1
1987/6/12,3129.9,3129.9,3129.9,3129.9,3129.9,-,79.76739698704459,3036.356559,2954.289872,82.06668655,1
1987/6/16,3170.9,3170.9,3170.9,3170.9,3170.9,-,82.18289380184528,3057.05555,2970.335067,86.72048285,1
1987/6/17,3178.6,3178.6,3178.6,3178.6,3178.6,-,82.60296367060617,3075.754696,2985.762099,89.99259696,0
1987/6/18,3133.7,3133.7,3133.7,3133.7,3133.7,-,71.95032018521843,3084.669358,2996.720462,87.94889608,1
1987/6/19,3165.6,3165.6,3165.6,3165.6,3165.6,-,74.47,3097.120226,3009.230057,87.89016866,0
1987/6/22,3131.2,3131.2,3131.2,3131.2,3131.2,-,67.43601876323247,3102.363268,3018.264868,84.09840023,0
1987/6/23,3110.4,3110.4,3110.4,3110.4,3110.4,-,63.53,3103.599689,3025.089693,78.50999591,1
1987/6/24,3179,3179,3179,3179,3179,-,69.75316195454289,3115.199736,3036.490456,78.70928032,0
1987/6/25,3136.3,3136.3,3136.3,3136.3,3136.3,-,62.59259778541107,3118.445931,3043.883756,74.56217517,1
1987/6/26,3138.7,3138.7,3138.7,3138.7,3138.7,-,62.823601364200954,3121.561941,3050.907181,70.6547603,1
1987/6/29,3152,3152,3152,3152,3152,-,64.14500620412575,3126.24472,3058.395538,67.84918159,1
1987/6/30,3178.2,3178.2,3178.2,3178.2,3178.2,-,66.65909328824097,3134.23784,3067.269943,66.96789705,0
1987/7/1,3164,3164,3164,3164,3164,-,64.03824534135393,3138.816634,3074.435132,64.38150151,1
1987/7/2,3229.2,3229.2,3229.2,3229.2,3229.2,-,69.89170377039372,3152.721767,3085.899196,66.82257051,0
1987/7/3,3226,3226,3226,3226,3226,-,69.29554213126193,3163.995341,3096.277034,67.71830752,0
1987/7/6,3220.7,3220.7,3220.7,3220.7,3220.7,-,68.25706583084013,3172.719135,3105.49355,67.22558516,1
1987/7/7,3236.4,3236.4,3236.4,3236.4,3236.4,-,69.70538792152699,3182.516191,3115.190324,67.32586723,1
1987/7/8,3251.4,3251.4,3251.4,3251.4,3251.4,-,71.06381296460336,3193.1137,3125.279929,67.83377066,0
1987/7/9,3226,3226,3226,3226,3226,-,65.69212547907955,3198.173131,3132.740675,65.43245544,0
1987/7/10,3207.2,3207.2,3207.2,3207.2,3207.2,-,61.958976811321115,3199.56188,3138.256181,61.30569901,1
1987/7/13,3216.1,3216.1,3216.1,3216.1,3216.1,-,63.03,3202.106206,3144.02239,58.08381635,1
1987/7/14,3253.4,3253.4,3253.4,3253.4,3253.4,-,67.19849992916409,3209.997559,3152.124435,57.87312405,1
1987/7/15,3262.3,3262.3,3262.3,3262.3,3262.3,-,68.12209057793397,3218.044088,3160.285588,57.75850047,1
1987/7/16,3305.8,3305.8,3305.8,3305.8,3305.8,-,72.24,3231.544998,3171.064433,60.48056461,1
1987/7/17,3342.1,3342.1,3342.1,3342.1,3342.1,-,75.12254268976805,3248.55346,3183.733735,64.81972523,1
1987/7/20,3386.1,3386.1,3386.1,3386.1,3386.1,-,78.09467657412387,3269.714466,3198.723828,70.99063768,0
1987/7/21,3353.8,3353.8,3353.8,3353.8,3353.8,-,71.35525149485227,3282.650702,3210.210952,72.43974986,1
1987/7/22,3380.4,3380.4,3380.4,3380.4,3380.4,-,73.39173882062268,3297.689055,3222.817548,74.87150726,0
1987/7/23,3366.8,3366.8,3366.8,3366.8,3366.8,-,70.62702878270147,3308.321508,3233.482915,74.83859347,0
1987/7/24,3343.6,3343.6,3343.6,3343.6,3343.6,-,66.05566049281248,3313.748969,3241.639736,72.10923259,1
1987/7/27,3346.9,3346.9,3346.9,3346.9,3346.9,-,66.38890923597376,3318.849127,3249.436793,69.41233466,0
1987/7/28,3337.5,3337.5,3337.5,3337.5,3337.5,-,64.45,3321.718492,3255.959993,65.75849914,1
1987/7/29,3389.7,3389.7,3389.7,3389.7,3389.7,-,69.73884426635502,3332.177186,3265.86666,66.31052545,1
1987/7/30,3419.3,3419.3,3419.3,3419.3,3419.3,-,72.25986600899243,3345.580696,3277.232093,68.34860276,1
1987/7/31,3479.2,3479.2,3479.2,3479.2,3479.2,-,76.52,3366.137512,3292.192679,73.94483309,1
1987/8/3,3514.3,3514.3,3514.3,3514.3,3514.3,-,78.59767978640333,3388.931741,3308.645073,80.28666788,1
1987/8/4,3531.9,3531.9,3531.9,3531.9,3531.9,-,79.57273372454094,3410.926858,3325.182475,85.74438268,0
1987/8/5,3517.1,3517.1,3517.1,3517.1,3517.1,-,76.41985181009852,3427.261187,3339.398588,87.86259931,0
1987/8/6,3498,3498,3498,3498,3498,-,72.43120595173863,3438.144081,3351.146841,86.99724084,1
1987/8/7,3536.2,3536.2,3536.2,3536.2,3536.2,-,75.21722395365347,3453.229607,3364.854482,88.37512534,1
1987/8/10,3543.8,3543.8,3543.8,3543.8,3543.8,-,75.74245206246174,3467.163514,3378.109706,89.05380834,1
1987/8/11,3546.5,3546.5,3546.5,3546.5,3546.5,-,75.93755892561549,3479.369127,3390.583061,88.78606644,1
1987/8/12,3557.4,3557.4,3557.4,3557.4,3557.4,-,76.75054994805222,3491.373877,3402.939871,88.43400579,0
1987/8/13,3514.3,3514.3,3514.3,3514.3,3514.3,-,67.09704708761456,3494.900973,3411.188769,83.71220322,0
1987/8/14,3512.2,3512.2,3512.2,3512.2,3512.2,-,66.65712404197785,3497.562362,3418.671083,78.89127866,0
1987/8/17,3510.7,3510.7,3510.7,3510.7,3510.7,-,66.32262746591188,3499.583537,3425.48804,74.09549699,0
1987/8/18,3504.9,3504.9,3504.9,3504.9,3504.9,-,64.96510609661176,3500.401454,3431.370407,69.03104699,0
1987/8/19,3450.6,3450.6,3450.6,3450.6,3450.6,-,53.85183353930229,3492.739692,3432.794821,59.94487054,0
1987/8/20,3408,3408,3408,3408,3408,-,47.05150649097605,3479.702816,3430.958168,48.74464829,1
1987/8/21,3446.6,3446.6,3446.6,3446.6,3446.6,-,52.86021152346419,3474.610075,3432.116822,42.4932531,0
1987/8/24,3391.3,3391.3,3391.3,3391.3,3391.3,-,45.208353314857966,3461.793141,3429.093354,32.69978675,1
1987/8/25,3447.3,3447.3,3447.3,3447.3,3447.3,-,52.68,3459.563427,3430.441994,29.12143236,1
1987/8/26,3526.3,3526.3,3526.3,3526.3,3526.3,-,60.798654922091025,3469.830592,3437.542587,32.28800447,1
1987/8/27,3583.3,3583.3,3583.3,3583.3,3583.3,-,65.41048109141153,3487.287424,3448.339433,38.94799111,1
1987/8/28,3611.7,3611.7,3611.7,3611.7,3611.7,-,67.46429170541914,3506.42782,3460.440215,45.98760469,1
1987/9/1,3644.3,3644.3,3644.3,3644.3,3644.3,-,69.68912888556748,3527.638925,3474.059459,53.57946598,0
1987/9/2,3635.9,3635.9,3635.9,3635.9,3635.9,-,68.39139454616854,3544.294475,3486.047647,58.24682778,1
1987/9/3,3654,3654,3654,3654,3654,-,69.7,3561.172248,3498.488562,62.68368585,1
1987/9/4,3654.5,3654.5,3654.5,3654.5,3654.5,-,69.73798063853707,3575.530364,3510.044965,65.48539874,0
1987/9/7,3646.3,3646.3,3646.3,3646.3,3646.3,-,68.25432830636352,3586.418,3520.13793,66.28006955,0
1987/9/8,3601.5,3601.5,3601.5,3601.5,3601.5,-,60.66117079132138,3588.738308,3526.16475,62.57355727,0
1987/9/9,3577.6,3577.6,3577.6,3577.6,3577.6,-,57.01698089565825,3587.024722,3529.974769,57.04995299,1
1987/9/10,3601,3601,3601,3601,3601,-,59.58,3589.174765,3535.235897,53.93886755,1
1987/9/11,3660.5,3660.5,3660.5,3660.5,3660.5,-,65.24641701230487,3600.147878,3544.51472,55.63315824,0
1987/9/14,3649.8,3649.8,3649.8,3649.8,3649.8,-,63.52116995389142,3607.786666,3552.313629,55.47303661,0
1987/9/15,3646.9,3646.9,3646.9,3646.9,3646.9,-,63.034680880742265,3613.804102,3559.320027,54.4840748,0
1987/9/16,3646.9,3646.9,3646.9,3646.9,3646.9,-,63.03468088074226,3618.895778,3565.807432,53.08834603,0
1987/9/17,3571.4,3571.4,3571.4,3571.4,3571.4,-,51.19587516260765,3611.588736,3566.221697,45.36703893,1
1987/9/18,3650,3650,3650,3650,3650,-,59.68487658703627,3617.498161,3572.427497,45.07066397,1
1987/9/21,3668,3668,3668,3668,3668,-,61.34316846712682,3625.267675,3579.506942,45.760733,1
1987/9/22,3695.5,3695.5,3695.5,3695.5,3695.5,-,63.793497613331716,3636.072648,3588.09902,47.97362774,1
1987/9/23,3763.1,3763.1,3763.1,3763.1,3763.1,-,68.99602356077983,3655.615317,3601.062056,54.55326176,1
1987/9/24,3768.4,3768.4,3768.4,3768.4,3768.4,-,69.36766289337486,3672.966807,3613.457459,59.50934811,1
1987/9/25,3840.1,3840.1,3840.1,3840.1,3840.1,-,73.92183350530176,3698.679606,3630.245795,68.43381065,1
1987/9/28,3884.7,3884.7,3884.7,3884.7,3884.7,-,76.28,3727.298128,3649.094255,78.20387321,0
1987/9/29,3859.5,3859.5,3859.5,3859.5,3859.5,-,72.29923350526602,3747.636878,3664.679866,82.95701199,1
1987/9/30,3943.6,3943.6,3943.6,3943.6,3943.6,-,76.67751933870686,3777.78505,3685.340616,92.44443397,1
1987/10/1,3949.7,3949.7,3949.7,3949.7,3949.7,-,76.96195009863196,3804.233504,3704.922793,99.3107112,0
1987/10/2,3902.7,3902.7,3902.7,3902.7,3902.7,-,69.88955075535262,3819.382196,3719.572956,99.80923939,1
1987/10/5,3947,3947,3947,3947,3947,-,72.45857211843366,3839.015704,3736.419404,102.5963001,0
1987/10/6,3925.3,3925.3,3925.3,3925.3,3925.3,-,69.34,3852.290211,3750.410559,101.8796519,1
1987/10/7,3936.1,3936.1,3936.1,3936.1,3936.1,-,70.02965566979826,3865.184025,3764.165333,101.0186921,0
1987/10/9,3882.4,3882.4,3882.4,3882.4,3882.4,-,62.48065464100396,3867.832636,3772.923456,94.90918021,0
1987/10/12,3860.6,3912.2,3860.6,3900.2,3900.2,-,63.870911044025405,3872.812231,3782.351348,90.46088247,0
1987/10/13,3875.4,3894.8,3841.3,3841.3,3841.3,-,56.420858773181486,3867.964195,3786.717915,81.24628017,1
1987/10/14,3855.5,3858.9,3844.5,3844.5,3844.5,-,56.71625193429673,3864.354319,3790.99807,73.35624954,0
1987/10/15,3839.8,3855.4,3828.6,3828.6,3828.6,-,54.731126361913574,3858.853655,3793.783398,65.07025688,0
1987/10/16,3752.6,3783.2,3752.6,3783.2,3783.2,-,49.412928773024134,3847.214631,3792.999442,54.21518848,0
1987/10/19,3665.7,3665.7,3362.4,3362.4,3362.4,-,25.083759711263355,3772.627765,3761.103187,11.52457719,0
1987/10/26,2517.4,2517.4,2241.7,2241.7,2241.7,-,10.398863490599211,3537.100416,3648.554803,-111.454387,1
1987/10/27,2331.8,2395.7,2331.8,2395.7,2395.7,-,17.542577161756228,3361.500352,3555.750744,-194.2503915,1
1987/10/28,2540.8,2540.8,2370.2,2370.2,2370.2,-,17.296666657947696,3208.992606,3467.93217,-258.9395644,0
1987/10/29,2202.8,2204.5,2202.8,2204.5,2204.5,-,15.751508797500605,3054.455282,3374.344602,-319.8893202,0
1987/10/30,2202.8,2204.5,2202.8,2204.5,2204.5,-,15.751508797500605,2923.692931,3287.689446,-363.9965155,1
1987/11/2,2224.8,2240,2203.2,2203.2,2203.2,-,15.738715869796906,2812.847864,3207.356895,-394.5090302,1
1987/11/3,2213.1,2223.2,2180.5,2180.5,2180.5,-,15.501959554024893,2715.563578,3131.293421,-415.7298433,0
1987/11/4,2057.3,2077.1,2057.3,2077.1,2077.1,-,14.436644863133566,2617.338412,3053.205019,-435.8666076,0
1987/11/5,2018.1,2018.1,1960.9,1960.9,1960.9,-,13.328155240198825,2516.347887,2972.293536,-455.9456496,1
1987/11/6,2002.1,2113.7,2002.1,2113.7,2113.7,-,21.83,2454.402058,2908.694015,-454.2919571,1
1987/11/9,2142.9,2142.9,2139.3,2139.3,2139.3,-,23.187303116236066,2405.924818,2851.701866,-445.7770475,0
1987/11/10,2093.4,2093.4,2043.2,2043.2,2043.2,-,21.66451128635528,2350.121,2791.812839,-441.6918386,0
1987/11/11,2026.6,2075.3,2017,2075.3,2075.3,-,23.47241230920963,2307.840846,2738.737814,-430.8969674,1
1987/11/12,2133.7,2151.3,2133.7,2150.9,2150.9,-,27.704262012249487,2283.696101,2695.194272,-411.4981713,1
1987/11/13,2253.7,2253.7,2226.7,2226.7,2226.7,-,31.77778454970189,2274.92747,2660.490993,-385.5635227,1
1987/11/16,2263.3,2310.9,2263.3,2310.9,2310.9,-,36.08584741888205,2280.461705,2634.595364,-354.1336582,0
1987/11/17,2308.4,2317.5,2290.4,2290.4,2290.4,-,35.498103934293695,2281.990674,2609.099411,-327.108737,0
1987/11/18,2259.6,2285.2,2259.6,2285.2,2285.2,-,35.34086421986106,2282.484416,2585.106862,-302.6224455,1
1987/11/19,2285.7,2285.7,2257.6,2257.6,2257.6,-,34.46816286944642,2278.656044,2560.847094,-282.1910497,0
1987/11/20,2198.1,2214.7,2198.1,2214.7,2214.7,-,33.09996499770139,2268.816653,2535.206569,-266.3899157,1
1987/11/23,2224.6,2224.6,2141.7,2141.7,2141.7,-,30.855496257668435,2249.260245,2506.057934,-256.7976891,1
1987/11/24,2160.9,2171.8,2134.8,2134.8,2134.8,-,30.64398079478096,2231.650976,2478.557346,-246.9063698,1
1987/11/25,2171.3,2184.4,2167.4,2184.4,2184.4,-,34.13904286823657,2224.381595,2456.767913,-232.3863178,1
1987/11/26,2193.2,2193.2,2179.6,2179.6,2179.6,-,33.96068534806176,2217.492119,2436.236957,-218.7448375,0
1987/11/27,2175.7,2194,2160.7,2194,2194,-,35.05685888384194,2213.877947,2418.293478,-204.4155314,0
1987/11/30,2189.3,2189.3,2138.4,2138.4,2138.4,-,32.79346057587662,2202.265955,2397.560628,-195.294673,0
1987/12/1,2086.7,2108.6,2086.7,2108.6,2108.6,-,31.615281788020994,2187.855808,2376.156137,-188.300329,1
1987/12/2,2120.1,2120.1,2100.8,2100.8,2100.8,-,31.298319211624886,2174.462607,2355.759386,-181.2967793,0
1987/12/3,2083,2083,2057.4,2057.4,2057.4,-,29.524638935010913,2156.452975,2333.658691,-177.2057159,0
1987/12/4,1996,1996,1986.2,1994.2,1994.2,-,27.114877754129765,2131.490979,2308.513603,-177.0226238,0
1987/12/7,1950.5,1950.5,1894.9,1894.9,1894.9,-,23.82460453298377,2095.092367,2277.875558,-182.7831913,1
1987/12/8,1957.7,1986.1,1951.4,1986.1,1986.1,-,31.99,2078.32431,2256.262554,-177.9382434,1
1987/12/9,2031,2032.5,1985,1985,1985,-,31.943022893587354,2063.966724,2236.169031,-172.2023072,1
1987/12/10,2001.6,2027.7,2001.6,2027.7,2027.7,-,35.68042800197584,2058.387228,2220.726881,-162.3396527,0
1987/12/11,1965.1,1989.6,1965.1,1989.6,1989.6,-,33.89198028387277,2047.804578,2203.606371,-155.8017935,1
